workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,Answer.comments,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,VPinf,ConDissonant,OldYoung,OldMiddleYoung,ReallyOldYoung,ConditionYN,ConditionYN2
16,3IUZPWIU1O8PC9TOLVXCI3ES2U3KWO,1,25,"English","Yes","",Trial3,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,3,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Young,Young,Young,FillerNo,FillerNo
126,3LEP4MGT3G1PA0P3YNFTRC6H8KODBO,1,26,"English","Yes","It+seemed+easy%2C+but+kind+of+hurt+my+brain%2C+lol.+I'd+like+to+know+what+the+correct+answers+were+if+possible.+My+MTurk+ID%3A+ARBESUZTW115Z++Thanks",Trial3,2 45-polite-CxD CxD Chad_saw_an_old_lady_trip_on_the_street. He_laughed. 7 polite to_laugh,3,2,45-polite-CxD,CxD,Chad_saw_an_old_lady_trip_on_the_street.,He_laughed.,7,polite,to_laugh,D,Young,Young,Young,45-polite-CxD,CxD
53,3COPXFW7XBDZS0WN99JHQ96W9WKKPB,2,38,"english","Yes","",Trial4,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,4,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
132,3MX2NQ3YC9V1JQDBODPSIX9HE5XX5Q,1,38,"English","Yes","Fun+survey%2C+wish+it+were+longer.",Trial4,2 1-smart-CxD CxD Jane's_neighbor_complained_about_the_loud_music. She_turned_up_the_volume. 7 smart to_turn_up_the_volume,4,2,1-smart-CxD,CxD,Jane's_neighbor_complained_about_the_loud_music.,She_turned_up_the_volume.,7,smart,to_turn_up_the_volume,D,Old,Middle,Young,1-smart-CxD,CxD
33,3MH9DQ757WD7IJ8004XW2N12AWUUGD,7,23,"English","Yes","It+is+really+odd+how+the+word+'enough'+is+omitted+from+the+sentences.",Trial4,8 22-brave-CnD CnD Greg_saw_a_man_hit_a_dog. He_walked_away. 5 brave to_walk_away,4,8,22-brave-CnD,CnD,Greg_saw_a_man_hit_a_dog.,He_walked_away.,5,brave,to_walk_away,D,Young,Young,Young,22-brave-CnD,CnD
71,3SNVL38CI4TGYBNJ44XB697PAD5CKP,8,29,"English%2C+Spanish","Yes","",Trial4,9 2-smart-CxC CxC Jane_saw_a_man_with_a_gun. She_called_the_police. 1 smart to_call_the_police,4,9,2-smart-CxC,CxC,Jane_saw_a_man_with_a_gun.,She_called_the_police.,1,smart,to_call_the_police,C,Old,Young,Young,2-smart-CxC,CxC
98,3VD82FOHKQPZO28Y2WP4DQOYUIFCO9,6,46,"English","Yes","",Trial4,7 43-polite-CxC CxC Chad's_friend_wanted_to_change_her_clothing. He_closed_his_eyes. 1 polite to_close_his_eyes,4,7,43-polite-CxC,CxC,Chad's_friend_wanted_to_change_her_clothing.,He_closed_his_eyes.,1,polite,to_close_his_eyes,C,Old,Old,Young,43-polite-CxC,CxC
25,3GNA64GUZE5HATCZ2ZU0OPDOH2BQ5N,11,27,"English","Yes","",Trial4,12 43-polite-CnC CnC Chad_was_visiting_his_grandmother. He_brought_a_gift. 1 polite to_bring_a_gift,4,12,43-polite-CnC,CnC,Chad_was_visiting_his_grandmother.,He_brought_a_gift.,1,polite,to_bring_a_gift,C,Young,Young,Young,43-polite-CnC,CnC
129,3SLE99ER0NESD1UZQ54QI4PKW1HZBQ,2,4,"English","Yes","",Trial4,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 6 sad to_live_alone,4,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,6,sad,to_live_alone,filler,Young,Young,Young,FillerYes,FillerYes
99,3NS0A6KXC49O4I2A6RW4JFGHCE9ZG7,7,28,"English","Yes","",Trial4,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,4,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
131,392CY0QWG1SMXCKGBM6HAVGOQWZI47,2,23,"English","Yes","",Trial4,3 22-brave-CxC CxC Greg_was_being_attacked_by_five_men. He_took_them_on. 7 brave to_take_them_on,4,3,22-brave-CxC,CxC,Greg_was_being_attacked_by_five_men.,He_took_them_on.,7,brave,to_take_them_on,C,Young,Young,Young,22-brave-CxC,CxC
19,36DSNE9QZ5ZMWGE4CO6Q0U1TK2NJOT,0,25,"English","Yes","",Trial4,1 36-wise-CxD CxD Paul_had_an_inefficient_employee. He_promoted_her. 5 wise to_promote_her,4,1,36-wise-CxD,CxD,Paul_had_an_inefficient_employee.,He_promoted_her.,5,wise,to_promote_her,D,Young,Young,Young,36-wise-CxD,CxD
46,3DOCMVPBTNF0XL5DQ7Y5ECI53CONNN,11,32,"English","Yes","",Trial4,12 37-foolish-CnC CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 1 foolish to_ignore_her_health_problems,4,12,37-foolish-CnC,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,1,foolish,to_ignore_her_health_problems,C,Old,Middle,Young,37-foolish-CnC,CnC
49,33C7UALJVLZCG7BKFIBOZ8F7BGK81C,11,31,"english","Yes","none",Trial4,12 16-fortunate-CnD CnD Sue_was_training_to_become_a_dancer. She_developed_back_problems. 3 fortunate to_develop_back_problems,4,12,16-fortunate-CnD,CnD,Sue_was_training_to_become_a_dancer.,She_developed_back_problems.,3,fortunate,to_develop_back_problems,D,Old,Middle,Young,16-fortunate-CnD,CnD
7,3CP1TO84PT20IAAE0O4ZS7FL1WX52O,6,38,"english","Yes","",Trial4,7 51-rude-CxD CxD Ann_untied_her_shoes. She_used_her_fingers. 3 rude to_use_her_fingers,4,7,51-rude-CxD,CxD,Ann_untied_her_shoes.,She_used_her_fingers.,3,rude,to_use_her_fingers,D,Old,Middle,Young,51-rude-CxD,CxD
79,3L70J4KAZGNKRQKBS9FXW1MBQ1NAD8,6,57,"english","Yes","",Trial4,7 4-smart-CnC CnC Jane_was_baby-sitting_for_her_sister. She_kept_an_eye_on_the_baby_at_all_times. 2 smart to_keep_an_eye_on_the_baby_at_all_times,4,7,4-smart-CnC,CnC,Jane_was_baby-sitting_for_her_sister.,She_kept_an_eye_on_the_baby_at_all_times.,2,smart,to_keep_an_eye_on_the_baby_at_all_times,C,Old,Old,ReallyOld,4-smart-CnC,CnC
50,39ASUFLU6X81F964ZEIVMRFURYWXER,3,43,"English","Yes","Thanks+for+the+hit.",Trial4,4 59-mean-CxC CxC Jack's_daughter_is_lactose_intolerant. He_gave_her_a_milk_shake. 5 mean to_give_her_a_milk_shake,4,4,59-mean-CxC,CxC,Jack's_daughter_is_lactose_intolerant.,He_gave_her_a_milk_shake.,5,mean,to_give_her_a_milk_shake,C,Old,Old,Young,59-mean-CxC,CxC
70,3C5W7UE9CFRZRXYHGC6EZZK300NXMG,7,33,"English","Yes","Thank+you.",Trial4,8 47-polite-CnC CnC Chad_had_insulted_his_wife. He_apologized. 1 polite to_apologize,4,8,47-polite-CnC,CnC,Chad_had_insulted_his_wife.,He_apologized.,1,polite,to_apologize,C,Old,Middle,Young,47-polite-CnC,CnC
115,3N1FSUEFL515P14UJ856JY0BYRRD40,1,26,"English","Yes","Some+of+the+sentences+were+ambiguous+or+logically+unsound+to+me%2C+which+why+I+responded+neither+%22yes%22+nor+%22no%22.",Trial4,2 39-foolish-CxD CxD Kate_was_getting_a_breast_exam. She_took_her_top_off. 7 foolish to_take_her_top_off,4,2,39-foolish-CxD,CxD,Kate_was_getting_a_breast_exam.,She_took_her_top_off.,7,foolish,to_take_her_top_off,D,Young,Young,Young,39-foolish-CxD,CxD
80,3WETL7AQWT9P3S6X4OI4BHKD7AX53Z,0,35,"english","Yes","",Trial4,1 43-polite-CxD CxD Chad_was_in_a_meeting_with_his_boss. He_closed_his_eyes. 4 polite to_close_his_eyes,4,1,43-polite-CxD,CxD,Chad_was_in_a_meeting_with_his_boss.,He_closed_his_eyes.,4,polite,to_close_his_eyes,D,Old,Middle,Young,43-polite-CxD,CxD
133,3C2NJ6JBKAI48ZGK4O0LMOF7SHX2NB,6,22,"english","Yes","Quick+and+thorough+experiment+on+the+English+language.",Trial4,7 43-polite-CxC CxC Chad's_friend_wanted_to_change_her_clothing. He_closed_his_eyes. 5 polite to_close_his_eyes,4,7,43-polite-CxC,CxC,Chad's_friend_wanted_to_change_her_clothing.,He_closed_his_eyes.,5,polite,to_close_his_eyes,C,Young,Young,Young,43-polite-CxC,CxC
116,3F0BG9B9MPO56ZH4H2QRZVUM7HNY7D,1,23,"english","Yes","Thank+you!",Trial4,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,4,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Young,Young,Young,FillerYes,FillerYes
52,3GNA64GUZE5HATCZ2ZU0OPDOH2B5Q2,11,46,"English","Yes","",Trial4,12 53-rude-CnD CnD Ann_had_insulted_her_husband. She_apologized. 5 rude to_apologize,4,12,53-rude-CnD,CnD,Ann_had_insulted_her_husband.,She_apologized.,5,rude,to_apologize,D,Old,Old,Young,53-rude-CnD,CnD
86,3QRYMNZ7FYIYSYAXN3KHNBOXSUATNU,6,43,"English","Yes","It+was+an+interesting+study.",Trial4,7 17-fortunate-CxD CxD Sue_is_allergic_to_pollen. She_had_a_flower_bouquet. 3 fortunate to_have_a_flower_bouquet,4,7,17-fortunate-CxD,CxD,Sue_is_allergic_to_pollen.,She_had_a_flower_bouquet.,3,fortunate,to_have_a_flower_bouquet,D,Old,Old,Young,17-fortunate-CxD,CxD
36,3STRJBFXOWSXKSPUQQS1VJ7TYZ5KTG,7,28,"english","Yes","",Trial4,8 5-smart-CnC CnC Jane's_computer_was_hacked. She_changed_her_passwords_immediately. 1 smart to_change_her_passwords_immediately,4,8,5-smart-CnC,CnC,Jane's_computer_was_hacked.,She_changed_her_passwords_immediately.,1,smart,to_change_her_passwords_immediately,C,Young,Young,Young,5-smart-CnC,CnC
3,3Z3ZLGNNSIVEWEPVOG679SF436L3QB,8,42,"english","Yes","none",Trial4,9 37-foolish-CxC CxC Kate_was_completely_broke. She_went_shopping. 1 foolish to_go_shopping,4,9,37-foolish-CxC,CxC,Kate_was_completely_broke.,She_went_shopping.,1,foolish,to_go_shopping,C,Old,Old,Young,37-foolish-CxC,CxC
113,3GFK2QRXX9IMUQ8LE8T6GEVA53S5W6,1,42,"English","Yes","",Trial4,2 45-polite-CxD CxD Chad_saw_an_old_lady_trip_on_the_street. He_laughed. 7 polite to_laugh,4,2,45-polite-CxD,CxD,Chad_saw_an_old_lady_trip_on_the_street.,He_laughed.,7,polite,to_laugh,D,Old,Old,Young,45-polite-CxD,CxD
72,3EA3QWIZ4IW6EXZ6QN7PI3SG6VGIT3,8,26,"english","Yes","",Trial4,9 27-lucky-CxC CxC Eve_was_a_finalist_in_The_Bachelor. She_was_chosen. 7 lucky to_be_chosen,4,9,27-lucky-CxC,CxC,Eve_was_a_finalist_in_The_Bachelor.,She_was_chosen.,7,lucky,to_be_chosen,C,Young,Young,Young,27-lucky-CxC,CxC
63,3IAEQB9FMELHY3NETEBPEQJ2IKQDWM,8,28,"English","Yes","",Trial4,9 8-stupid-CnD CnD Zack_left_the_bar_drunk. He_called_a_taxi. 1 stupid to_call_a_taxi,4,9,8-stupid-CnD,CnD,Zack_left_the_bar_drunk.,He_called_a_taxi.,1,stupid,to_call_a_taxi,D,Young,Young,Young,8-stupid-CnD,CnD
41,3JRJSWSMQHMPZBZQFPB7FBQQK3WE39,9,39,"English","Yes","",Trial4,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,4,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Middle,Young,FillerNo,FillerNo
35,3H0W84IWBK3HIDKSQFC3X9T6QHCREQ,2,23,"ENGLISH","Yes","",Trial4,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,4,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Young,Young,Young,FillerNo,FillerNo
5,3FDJT1UU749VZQE4PUA3S31FIWKK5Q,4,25,"English","Yes","",Trial4,5 49-rude-CxC CxC Ann's_neighbor_greeted_her. She_ignored_him. 1 rude to_ignore_him,4,5,49-rude-CxC,CxC,Ann's_neighbor_greeted_her.,She_ignored_him.,1,rude,to_ignore_him,C,Young,Young,Young,49-rude-CxC,CxC
40,3FTF2T8WLRJ5VDAXHY6NSU0CRZC9W2,3,31,"English","Yes","no",Trial4,4 44-polite-CxD CxD Chad_saw_an_old_lady_trip_on_the_street. He_applauded. 5 polite to_applaud,4,4,44-polite-CxD,CxD,Chad_saw_an_old_lady_trip_on_the_street.,He_applauded.,5,polite,to_applaud,D,Old,Middle,Young,44-polite-CxD,CxD
96,3EFE17QCRC6532B7V5KE8MVF4ZOSHW,5,25,"English","Yes","None.",Trial4,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,4,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Young,Young,Young,FillerYes,FillerYes
9,3BEFOD78W6U8TVA7W1492ON575K4MA,5,52,"english","Yes","",Trial4,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,4,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Old,ReallyOld,FillerYes,FillerYes
100,3OCHAWUVGOL419YEV0TYKMSZBVTXKC,1,52,"English","Yes","I+thought+the+questions+were+pretty+direct.",Trial4,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,4,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Old,Old,ReallyOld,FillerYes,FillerYes
14,3A4TN5196KJPWLMBYJUETHRXIW3CHN,11,24,"English","Yes","",Trial4,12 33-wise-CxC CxC Paul_went_on_a_hike_in_the_Alps. He_wore_hiking_boots. 1 wise to_wear_hiking_boots,4,12,33-wise-CxC,CxC,Paul_went_on_a_hike_in_the_Alps.,He_wore_hiking_boots.,1,wise,to_wear_hiking_boots,C,Young,Young,Young,33-wise-CxC,CxC
97,3HPZF4IVNMUBIGC08JY2FHM08SGCYM,1,26,"English","Yes","",Trial4,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,4,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
51,3LRLIPTPEQAS5WQLKQ1K0EH1AAMAKN,10,56,"English","Yes","It+was+strange!++found+myself+reading+and+re-reading+some+of+the+sentences",Trial4,11 15-fortunate-CxD CxD Sue_spontaneously_went_on_a_hike_in_the_mountains. She_was_wearing_flip-flops. 1 fortunate to_be_wearing_flip-flops,4,11,15-fortunate-CxD,CxD,Sue_spontaneously_went_on_a_hike_in_the_mountains.,She_was_wearing_flip-flops.,1,fortunate,to_be_wearing_flip-flops,D,Old,Old,ReallyOld,15-fortunate-CxD,CxD
37,30LSNF239UWCUY5T78NTHGJQ6I52IX,9,32,"english","Yes","The+sentence+structures+are+very+weird.++I'm+not+sure+if+that's+on+purpose+or+not%2C+but+it's+not+the+way+English+is+usually+spoken+in+the+US.++(Not+sure+it+that's+helpful%2C+but+just+thought+you+should+know.)+",Trial4,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,4,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Old,Middle,Young,FillerNo,FillerNo
134,39OWYR0EPKSILSWAZLO3NN73558YFJ,6,33,"english","Yes","",Trial4,7 17-fortunate-CxD CxD Sue_is_allergic_to_pollen. She_had_a_flower_bouquet. 7 fortunate to_have_a_flower_bouquet,4,7,17-fortunate-CxD,CxD,Sue_is_allergic_to_pollen.,She_had_a_flower_bouquet.,7,fortunate,to_have_a_flower_bouquet,D,Old,Middle,Young,17-fortunate-CxD,CxD
56,33OOO72IVHMF1UD6YDB370ULTQYTCE,3,21,"english","Yes","",Trial4,4 33-wise-CnD CnD Paul_ran_a_marathon_on_Sunday. He_got_very_drunk_the_night_before. 7 wise to_get_very_drunk_the_night_before,4,4,33-wise-CnD,CnD,Paul_ran_a_marathon_on_Sunday.,He_got_very_drunk_the_night_before.,7,wise,to_get_very_drunk_the_night_before,D,Young,Young,Young,33-wise-CnD,CnD
93,3PW9OPU9PQL1US9VZ12NPH24PGV125,3,28,"English","Yes","",Trial4,4 59-mean-CxC CxC Jack's_daughter_is_lactose_intolerant. He_gave_her_a_milk_shake. 4 mean to_give_her_a_milk_shake,4,4,59-mean-CxC,CxC,Jack's_daughter_is_lactose_intolerant.,He_gave_her_a_milk_shake.,4,mean,to_give_her_a_milk_shake,C,Young,Young,Young,59-mean-CxC,CxC
107,3NQL1CS15R97HPI0Z0T759APTZWVY4,6,33,"english","Yes","",Trial4,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,4,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Middle,Young,FillerYes,FillerYes
31,324G5B4FB39894LJ9UFI7302V4A07G,7,29,"English","Yes","It+was+different+and+very+interesting.",Trial4,8 18-fortunate-CxD CxD Sue_was_at_her_best_friend's_wedding. She_fell_asleep. 1 fortunate to_fall_asleep,4,8,18-fortunate-CxD,CxD,Sue_was_at_her_best_friend's_wedding.,She_fell_asleep.,1,fortunate,to_fall_asleep,D,Old,Young,Young,18-fortunate-CxD,CxD
38,3A9AA95ATWNWAHBK2MFBOKNEC6R5PD,9,28,"English","Yes","",Trial4,10 1-smart-CnC CnC Jane_wanted_to_get_a_good_job. She_got_her_high_school_degree. 7 smart to_get_her_high_school_degree,4,10,1-smart-CnC,CnC,Jane_wanted_to_get_a_good_job.,She_got_her_high_school_degree.,7,smart,to_get_her_high_school_degree,C,Young,Young,Young,1-smart-CnC,CnC
2,31Q0U3WYDPG8GT615DJIL8JC0WH17L,10,48,"English","Yes","At+first+I+think+I+was+reading+the+questions+the+wrong+way.+It+was+an+interesting+survey.",Trial4,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,4,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Old,Young,FillerYes,FillerYes
89,3BF51CHDTVB52TRVM31UYGPW9760HI,0,19,"English","Yes","",Trial4,1 29-lucky-CnD CnD Eve_wanted_to_be_a_model. She_had_bad_skin. 7 lucky to_have_bad_skin,4,1,29-lucky-CnD,CnD,Eve_wanted_to_be_a_model.,She_had_bad_skin.,7,lucky,to_have_bad_skin,D,Young,Young,Young,29-lucky-CnD,CnD
44,369J354OFDBMG8IZ4MZTMHNM7AFG60,5,34,"English","Yes","fascinating.+I+really+had+to+think+on+the+answers.+Thanks",Trial4,6 30-lucky-CnD CnD Eve_was_in_a_car_accident. She_broke_her_neck. 3 lucky to_break_her_neck,4,6,30-lucky-CnD,CnD,Eve_was_in_a_car_accident.,She_broke_her_neck.,3,lucky,to_break_her_neck,D,Old,Middle,Young,30-lucky-CnD,CnD
119,37ZHEEHM6WN4QWKGSHX191Y9YGU37E,11,31,"English","Yes","",Trial4,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,4,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Old,Middle,Young,FillerYes,FillerYes
69,3MX2NQ3YC9V1JQDBODPSIX9HE505X1,8,21,"English","Yes","",Trial4,9 56-mean-CxD CxD Jack's_young_daughter_was_watching_an_R-rated_movie. He_turned_off_the_movie. 3 mean to_turn_off_the_movie,4,9,56-mean-CxD,CxD,Jack's_young_daughter_was_watching_an_R-rated_movie.,He_turned_off_the_movie.,3,mean,to_turn_off_the_movie,D,Young,Young,Young,56-mean-CxD,CxD
104,3YGXWBAF70IVK9YGJCAVZSITDRI4CU,11,23,"English","Yes","",Trial4,12 29-lucky-CnC CnC Eve_wanted_to_be_a_model. She_had_beautiful_skin. 2 lucky to_have_beautiful_skin,4,12,29-lucky-CnC,CnC,Eve_wanted_to_be_a_model.,She_had_beautiful_skin.,2,lucky,to_have_beautiful_skin,C,Young,Young,Young,29-lucky-CnC,CnC
127,39LNWE0K4UXLEAEVQSXZNZEIP9PIUW,0,37,"english","Yes","",Trial4,1 7-stupid-CxC CxC Zack_had_the_measles. He_went_to_school. 2 stupid to_go_to_school,4,1,7-stupid-CxC,CxC,Zack_had_the_measles.,He_went_to_school.,2,stupid,to_go_to_school,C,Old,Middle,Young,7-stupid-CxC,CxC
58,3LRKMWOKB5IYPOU37CBFHBMG2V72ZU,6,23,"English","Yes","",Trial4,7 51-rude-CxD CxD Ann_untied_her_shoes. She_used_her_fingers. 6 rude to_use_her_fingers,4,7,51-rude-CxD,CxD,Ann_untied_her_shoes.,She_used_her_fingers.,6,rude,to_use_her_fingers,D,Young,Young,Young,51-rude-CxD,CxD
92,3P1L2B7AD1QSR624F9I3G9ELORVLO0,10,24,"English","Yes","",Trial4,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,4,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Young,Young,Young,FillerYes,FillerYes
21,3WEV0KO0OMTORM65991OH1GHC7WDS9,8,24,"English","Yes","",Trial4,9 56-mean-CxD CxD Jack's_young_daughter_was_watching_an_R-rated_movie. He_turned_off_the_movie. 4 mean to_turn_off_the_movie,4,9,56-mean-CxD,CxD,Jack's_young_daughter_was_watching_an_R-rated_movie.,He_turned_off_the_movie.,4,mean,to_turn_off_the_movie,D,Young,Young,Young,56-mean-CxD,CxD
27,3N2BF7Y2VQV257Y2B8OSWDW9CA8HMB,2,29,"English","Yes","",Trial4,3 31-wise-CxD CxD Paul_bought_some_heroin_from_a_street_dealer. He_asked_about_the_return_policy. 2 wise to_ask_about_the_return_policy,4,3,31-wise-CxD,CxD,Paul_bought_some_heroin_from_a_street_dealer.,He_asked_about_the_return_policy.,2,wise,to_ask_about_the_return_policy,D,Old,Young,Young,31-wise-CxD,CxD
112,37W3JXSD669KWEI5PAY3RBT308YYWH,9,69,"English","Yes","Very+interesting!",Trial4,10 30-lucky-CnC CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 1 lucky to_get_away_unscathed,4,10,30-lucky-CnC,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,1,lucky,to_get_away_unscathed,C,NA,NA,NA,30-lucky-CnC,CnC
67,3ATTHHXXWAPDVE8QVX8M76DMJR6IXO,10,57,"english","Yes","Some+of+those+sentences+were+worded+so+that+it+was+hard+to+tell+if+a+word+had+been+left+out+or+what.++It+changes+the+meaning%2C+depending+on+how+you+read+it....",Trial4,11 39-foolish-CxC CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 1 foolish to_take_her_top_off,4,11,39-foolish-CxC,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,1,foolish,to_take_her_top_off,C,Old,Old,ReallyOld,39-foolish-CxC,CxC
121,3FTOP5WARFP1TZMLA34FAT5BMZAJ06,0,65,"English","Yes","",Trial4,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,4,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Old,ReallyOld,FillerYes,FillerYes
55,3D3VGR7TA0GE8F4V1VV7EIP9ZSP3RE,3,25,"English","Yes","",Trial4,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,4,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
122,3IHR8NYAM72EEY7KOHW1JSH0CAX4P8,10,20,"English","Yes","",Trial4,11 21-brave-CxD CxD Greg_was_asked_to_mow_his_neighbor's_lawn. He_took_the_job. 3 brave to_take_the_job,4,11,21-brave-CxD,CxD,Greg_was_asked_to_mow_his_neighbor's_lawn.,He_took_the_job.,3,brave,to_take_the_job,D,Young,Young,Young,21-brave-CxD,CxD
60,3Q8GYXHFEP3DGS2GXHT54KO7DNDC57,0,60,"English","Yes","None",Trial4,1 23-brave-CnC CnC Greg_wrote_a_controversial_article. He_used_his_own_name. 7 brave to_use_his_own_name,4,1,23-brave-CnC,CnC,Greg_wrote_a_controversial_article.,He_used_his_own_name.,7,brave,to_use_his_own_name,C,Old,Old,ReallyOld,23-brave-CnC,CnC
90,3TPZPLC3M0DTW2OGO3RI9NPUYA0P37,8,31,"English","Yes","Thank+you%2C+very+easy+to+understand+study.",Trial4,9 8-stupid-CnD CnD Zack_left_the_bar_drunk. He_called_a_taxi. 7 stupid to_call_a_taxi,4,9,8-stupid-CnD,CnD,Zack_left_the_bar_drunk.,He_called_a_taxi.,7,stupid,to_call_a_taxi,D,Old,Middle,Young,8-stupid-CnD,CnD
65,3SNLUL3WO4ON4BM1BVUCFF6A6DJLUD,10,20,"English","Yes","This+was+very+interesting.",Trial4,11 1-smart-CxC CxC Jane's_father_couldn't_hear_the_TV. She_turned_up_the_volume. 1 smart to_turn_up_the_volume,4,11,1-smart-CxC,CxC,Jane's_father_couldn't_hear_the_TV.,She_turned_up_the_volume.,1,smart,to_turn_up_the_volume,C,Young,Young,Young,1-smart-CxC,CxC
